Id,Text,BeginPosition,EndPosition,BeginTime,EndTime,Confidence,SpeakerConfidence,Admiration,Adoration,Aesthetic Appreciation,Amusement,Anger,Annoyance,Anxiety,Awe,Awkwardness,Boredom,Calmness,Concentration,Confusion,Contemplation,Contempt,Contentment,Craving,Determination,Disappointment,Disapproval,Disgust,Distress,Doubt,Ecstasy,Embarrassment,Empathic Pain,Enthusiasm,Entrancement,Envy,Excitement,Fear,Gratitude,Guilt,Horror,Interest,Joy,Love,Nostalgia,Pain,Pride,Realization,Relief,Romance,Sadness,Sarcasm,Satisfaction,Desire,Shame,Surprise (negative),Surprise (positive),Sympathy,Tiredness,Triumph,1,2,3,4,5,6,7,8,9,toxic,severe_toxic,obscene,threat,insult,identity_hate
unknown,Thank,0,5,9.485001,9.6050005,0.9902344,,0.08552613854408264,0.02967827394604683,0.040160857141017914,0.0089055011048913,0.0011622633319348097,0.010639945976436138,0.0008035986684262753,0.009826341643929482,0.009290726855397224,0.02003672532737255,0.1734926849603653,0.007977659814059734,0.002512072678655386,0.005615523550659418,0.034343305975198746,0.19215576350688934,0.0006933926488272846,0.006354674231261015,0.0029849752318114042,0.0048266504891216755,0.0022097209002822638,0.001090278965421021,0.0014057119842618704,0.0020980131812393665,0.0016417136648669839,0.002058097394183278,0.03912772983312607,0.005301410332322121,0.0006530974642373621,0.008430663496255875,0.00034542015055194497,0.6583074927330017,0.00036656862357631326,0.00013825460337102413,0.015786664560437202,0.049165498465299606,0.01796017214655876,0.0010869601974263787,0.0006378837279044092,0.01844177022576332,0.012049718759953976,0.05966230481863022,0.0007894094451330602,0.0011834731558337808,0.05132419243454933,0.23380011320114136,0.00037739600520581007,0.0012070746161043644,0.0015723645919933915,0.014778095297515392,0.0063232313841581345,0.005171150900423527,0.02462974190711975,,,,,,,,,,,,,,,
unknown,"you,",6,10,9.6050005,9.685,0.95703125,,0.16917315125465393,0.060276057571172714,0.05799698457121849,0.003358749207109213,0.0006270891753956676,0.0051492019556462765,0.000857470789924264,0.018102912232279778,0.004585438873618841,0.009142755530774593,0.1430479884147644,0.008223272860050201,0.001263170619495213,0.007964654825627804,0.01801237277686596,0.18238839507102966,0.0008548765326850116,0.0069657680578529835,0.002226634183898568,0.002575877821072936,0.0011291718110442162,0.0010149911977350712,0.0009077285067178309,0.0022689057514071465,0.0010100456420332193,0.002720718737691641,0.0491471141576767,0.007494747638702393,0.0007016834570094943,0.009588632732629776,0.0003032089152839035,0.7590472102165222,0.0003138275642413646,8.381126826861873e-05,0.021456772461533546,0.05340711027383804,0.028640789911150932,0.0016178168589249253,0.0006638995255343616,0.017422204837203026,0.018357008695602417,0.057457372546195984,0.0010901609202846885,0.0011849065776914358,0.010923614725470543,0.23178653419017792,0.00035461984225548804,0.0008849935256876051,0.00096133939223364,0.01676337793469429,0.0072242263704538345,0.0031695261131972075,0.02062857337296009,,,,,,,,,,,,,,,
unknown,sir.,11,15,9.805,10.305,0.99072266,,0.23935937881469727,0.1446644365787506,0.06475189328193665,0.0034600277431309223,0.0005374405300244689,0.0033982356544584036,0.0011394722387194633,0.05152602866292,0.003333273809403181,0.004236705135554075,0.23143836855888367,0.013339748606085777,0.0008904177229851484,0.013132765889167786,0.015121428295969963,0.22919140756130219,0.0009680627845227718,0.010980629362165928,0.0011188259813934565,0.0018457325641065836,0.0008414072799496353,0.001099318964406848,0.0005482588312588632,0.005549207795411348,0.0007269367924891412,0.0048469905741512775,0.054662808775901794,0.0212632417678833,0.0007068220875225961,0.013331199064850807,0.00045437144581228495,0.7374979853630066,0.000272289413260296,0.00012110450188629329,0.023131180554628372,0.08310355246067047,0.08486636728048325,0.0042428974993526936,0.0007855245494283736,0.02456539310514927,0.02464727684855461,0.08798499405384064,0.005338576156646013,0.0011078264797106385,0.005186008755117655,0.2563987374305725,0.0011843328829854727,0.0007281651487573981,0.000750367296859622,0.019647810608148575,0.01071241870522499,0.003058843081817031,0.028354011476039886,,,,,,,,,,,,,,,
unknown,Please,16,22,11.045,11.245,0.9970703,,0.09425151348114014,0.05670906975865364,0.05158338323235512,0.0034039663150906563,0.0017916120123118162,0.008975334465503693,0.00852952804416418,0.016017425805330276,0.006720603909343481,0.005657658446580172,0.085443876683712,0.02294892445206642,0.0017167255282402039,0.006158570758998394,0.009909946471452713,0.07294280081987381,0.013217264786362648,0.060944948345422745,0.003011242253705859,0.002395138144493103,0.0011284706415608525,0.00943529698997736,0.0009664078243076801,0.0061347950249910355,0.001249397057108581,0.008012736216187477,0.10770208388566971,0.012664147652685642,0.0008470406173728406,0.02775229699909687,0.003694002516567707,0.785024881362915,0.0007964991964399815,0.0004952344461344182,0.035436928272247314,0.03501037135720253,0.027590008452534676,0.0012630880810320377,0.003226953325793147,0.008160686120390892,0.011415011249482632,0.08744463324546814,0.0027518596034497023,0.0028360062278807163,0.008601298555731773,0.12445928156375885,0.0023773980792611837,0.0010434340219944715,0.0015205147210508585,0.014726036228239536,0.01206494215875864,0.00488808611407876,0.019665611907839775,,,,,,,,,,,,,,,
unknown,turn,23,27,11.245,11.325,0.9760742,,0.026738788932561874,0.015721619129180908,0.04334094375371933,0.0027680022176355124,0.003965812269598246,0.03993922099471092,0.01716093346476555,0.0037234893534332514,0.06719689071178436,0.03662431985139847,0.20688071846961975,0.015187992714345455,0.005723047070205212,0.008860649541020393,0.0274980291724205,0.04673762246966362,0.0010386955691501498,0.01779322512447834,0.0303326528519392,0.02607312984764576,0.007350968196988106,0.032952822744846344,0.003673597238957882,0.0005342187359929085,0.01662488281726837,0.028338951990008354,0.010479682125151157,0.005518724210560322,0.0005472080083563924,0.001603216864168644,0.006567686330527067,0.32704460620880127,0.005711033940315247,0.0013063024962320924,0.009922703728079796,0.004997894633561373,0.01382643822580576,0.0025752591900527477,0.0158136785030365,0.005667125806212425,0.012093832716345787,0.04768306761980057,0.0022941555362194777,0.043816957622766495,0.021484375,0.029671233147382736,0.0011819455539807677,0.013433977030217648,0.004158760886639357,0.002428910695016384,0.04253939166665077,0.023749109357595444,0.004565792623907328,,,,,,,,,,,,,,,
unknown,off,28,31,11.325,11.445,0.94921875,,0.013100648298859596,0.006617644336074591,0.021586401388049126,0.005942558404058218,0.035248130559921265,0.2652285397052765,0.010096141137182713,0.002622374566271901,0.026921622455120087,0.03494728356599808,0.11947663128376007,0.013025698252022266,0.0023819722700864077,0.005707355681806803,0.1280992180109024,0.03420623764395714,0.001530339359305799,0.021436581388115883,0.04925929754972458,0.1929253190755844,0.054207943379879,0.029015609994530678,0.0029255016706883907,0.0005653165280818939,0.0076767089776694775,0.011357201263308525,0.013602208346128464,0.0034382869489490986,0.0011308870743960142,0.0022806499619036913,0.005743493791669607,0.14202970266342163,0.0027004822622984648,0.0027803757693618536,0.00997370295226574,0.0032612730283290148,0.005194531287997961,0.0010213142959401011,0.0072204177267849445,0.003219729056581855,0.009318037889897823,0.042008478194475174,0.0011915626237168908,0.010081104002892971,0.08985234051942825,0.03618940711021423,0.0021557288710027933,0.007738239131867886,0.007674718741327524,0.002593544777482748,0.018376359716057777,0.02954382449388504,0.005707879550755024,,,,,,,,,,,,,,,
unknown,the,32,35,11.445,11.565001,0.9868164,,0.01220202911645174,0.006011158227920532,0.02018621377646923,0.00373838865198195,0.028744174167513847,0.24555592238903046,0.01185192633420229,0.002574114827439189,0.018772989511489868,0.02236246131360531,0.1407858282327652,0.019130295142531395,0.0018653904553502798,0.006047542206943035,0.08963298797607422,0.036030422896146774,0.0009535888093523681,0.03436395525932312,0.051019541919231415,0.16019248962402344,0.03103768453001976,0.030886255204677582,0.002272497396916151,0.0005173772224225104,0.00526940543204546,0.014255649410188198,0.0191770251840353,0.003013420384377241,0.0006539988098666072,0.002960268873721361,0.00597355654463172,0.17151902616024017,0.003059357637539506,0.0022316230461001396,0.010181358084082603,0.003410023869946599,0.004591288976371288,0.0009194492013193667,0.005913488566875458,0.0029524636920541525,0.013650731183588505,0.06181304156780243,0.0007479822379536927,0.009438508190214634,0.04473606124520302,0.04040159285068512,0.0008799058850854635,0.006047843489795923,0.007881108671426773,0.002879510400816798,0.02402963675558567,0.02375064045190811,0.006996161304414272,,,,,,,,,,,,,,,
unknown,engine,36,42,11.565001,11.925,0.98339844,,0.009789436124265194,0.004945662803947926,0.012216752395033836,0.0058626821264624596,0.061311714351177216,0.33399930596351624,0.01908365823328495,0.0035569758620113134,0.010478476993739605,0.019110213965177536,0.10800735652446747,0.030484015122056007,0.004744077101349831,0.007605769205838442,0.08961516618728638,0.015813762322068214,0.0012513429392129183,0.044178497046232224,0.043536536395549774,0.13860419392585754,0.030327962711453438,0.06256257742643356,0.0026591080240905285,0.000626737775746733,0.0027734560426324606,0.016735756769776344,0.014255221001803875,0.0038761442992836237,0.0005559054552577436,0.00285495282150805,0.014415018260478973,0.12337912619113922,0.0015737810172140598,0.005874323192983866,0.009220728650689125,0.002595810918137431,0.003775619901716709,0.0012908239150419831,0.00844559445977211,0.001476068515330553,0.014743865467607975,0.07283931225538254,0.001008832361549139,0.010800917632877827,0.08644265681505203,0.021188385784626007,0.0011204240145161748,0.0033201901242136955,0.012929907068610191,0.003018327057361603,0.026355311274528503,0.033238235861063004,0.007106068078428507,,,,,,,,,,,,,,,
unknown,and,43,46,11.925,12.205,0.99658203,,0.011656727641820908,0.005416435189545155,0.01538340374827385,0.0046160281635820866,0.047657184302806854,0.3242027163505554,0.016501186415553093,0.0039031996857374907,0.009561484679579735,0.01862400583922863,0.13702811300754547,0.04033835232257843,0.006234177853912115,0.010995561257004738,0.0775570198893547,0.01711350493133068,0.0012091445969417691,0.048421770334243774,0.044115688651800156,0.1304587423801422,0.021305028349161148,0.05175745114684105,0.0028955982998013496,0.0005483442801050842,0.002004903508350253,0.019290203228592873,0.01608835905790329,0.00429037818685174,0.0005447425064630806,0.0027325283735990524,0.01023933570832014,0.152313232421875,0.0013891805429011583,0.00373362610116601,0.013424939475953579,0.0024439399130642414,0.0037123041693121195,0.0014141263673081994,0.00670037604868412,0.0012836606474593282,0.01712954416871071,0.07860701531171799,0.0010104916291311383,0.009542660787701607,0.06619881838560104,0.022932928055524826,0.0010108227143064141,0.0025546858087182045,0.012051556259393692,0.0031942157074809074,0.032036200165748596,0.034202806651592255,0.006514992564916611,,,,,,,,,,,,,,,
unknown,place,47,52,12.205,12.365,0.9819336,,0.006256979890167713,0.002522968454286456,0.009011599235236645,0.004254127852618694,0.0936911478638649,0.452250212430954,0.01976124383509159,0.0021851747296750546,0.0094312047585845,0.01818201318383217,0.08030863851308823,0.043353866785764694,0.009372231550514698,0.012053302489221096,0.1224672719836235,0.012243895791471004,0.0011540012201294303,0.06658007949590683,0.06344375759363174,0.19538205862045288,0.036236561834812164,0.06771671026945114,0.004559405148029327,0.00038675873656757176,0.0024052641820162535,0.010756055824458599,0.012651994824409485,0.0028470372781157494,0.0005212595569901168,0.0022085029631853104,0.013521375134587288,0.090093694627285,0.0016204529674723744,0.005109854508191347,0.011205986142158508,0.001452761352993548,0.001634349231608212,0.0009966762736439705,0.0075854165479540825,0.00156499445438385,0.017452970147132874,0.046887174248695374,0.0004679989069700241,0.010346983559429646,0.08822882920503616,0.017858270555734634,0.0006203805096447468,0.0034343115985393524,0.013430794700980186,0.0021359389647841454,0.014764852821826935,0.03315352275967598,0.007402497343719006,,,,,,,,,,,,,,,
