Id,Text,BeginPosition,EndPosition,BeginTime,EndTime,Confidence,SpeakerConfidence,Admiration,Adoration,Aesthetic Appreciation,Amusement,Anger,Annoyance,Anxiety,Awe,Awkwardness,Boredom,Calmness,Concentration,Confusion,Contemplation,Contempt,Contentment,Craving,Determination,Disappointment,Disapproval,Disgust,Distress,Doubt,Ecstasy,Embarrassment,Empathic Pain,Enthusiasm,Entrancement,Envy,Excitement,Fear,Gratitude,Guilt,Horror,Interest,Joy,Love,Nostalgia,Pain,Pride,Realization,Relief,Romance,Sadness,Sarcasm,Satisfaction,Desire,Shame,Surprise (negative),Surprise (positive),Sympathy,Tiredness,Triumph,1,2,3,4,5,6,7,8,9,toxic,severe_toxic,obscene,threat,insult,identity_hate
unknown,Thank,0,5,9.475,9.635,0.9946289,,0.08552618324756622,0.02967827394604683,0.040160875767469406,0.008905507624149323,0.0011622633319348097,0.01063994038850069,0.0008035982609726489,0.009826341643929482,0.009290735237300396,0.020036740228533745,0.17349258065223694,0.007977659814059734,0.002512072678655386,0.005615518428385258,0.03434332460165024,0.19215574860572815,0.0006933933473192155,0.006354674231261015,0.0029849736019968987,0.0048266504891216755,0.0022097229957580566,0.001090279663912952,0.0014057105872780085,0.0020980138797312975,0.0016417136648669839,0.002058097394183278,0.039127763360738754,0.005301413591951132,0.0006530981045216322,0.008430667221546173,0.00034542015055194497,0.6583075523376465,0.00036656862357631326,0.00013825460337102413,0.0157866720110178,0.049165502190589905,0.017960181459784508,0.0010869611287489533,0.0006378837279044092,0.01844177581369877,0.012049712240695953,0.05966224521398544,0.0007894101436249912,0.0011834731558337808,0.05132424086332321,0.23380005359649658,0.00037739600520581007,0.0012070764787495136,0.001572362962178886,0.014778095297515392,0.006323228590190411,0.005171153694391251,0.02462974190711975,,,,,,,,,,,,,,,
unknown,"you,",6,10,9.635,9.675,0.98779297,,0.16917304694652557,0.060276005417108536,0.057996995747089386,0.003358750604093075,0.0006270885933190584,0.005149204749614,0.000857470789924264,0.01810290291905403,0.004585438873618841,0.009142773225903511,0.14304804801940918,0.008223280310630798,0.001263170619495213,0.007964658550918102,0.01801237277686596,0.18238835036754608,0.0008548760670237243,0.0069657680578529835,0.0022266351152211428,0.002575877821072936,0.0011291711125522852,0.0010149921290576458,0.0009077289723791182,0.0022689036559313536,0.0010100452927872539,0.002720718737691641,0.0491471029818058,0.007494743913412094,0.0007016834570094943,0.009588632732629776,0.0003032089152839035,0.759047269821167,0.0003138279134873301,8.381126826861873e-05,0.021456783637404442,0.05340707302093506,0.028640754520893097,0.001617818488739431,0.0006638998747803271,0.017422204837203026,0.018357008695602417,0.057457346469163895,0.0010901594068855047,0.0011849076254293323,0.010923614725470543,0.23178647458553314,0.00035461984225548804,0.0008849930600263178,0.00096133939223364,0.016763370484113693,0.007224223110824823,0.0031695261131972075,0.020628562197089195,,,,,,,,,,,,,,,
unknown,sir.,11,15,9.795,10.295,0.99121094,,0.2393593043088913,0.1446644812822342,0.06475189328193665,0.003460031235590577,0.0005374407046474516,0.003398239379748702,0.0011394722387194633,0.0515260174870491,0.0033332770690321922,0.004236705135554075,0.23143841326236725,0.013339748606085777,0.0008904181886464357,0.013132765889167786,0.01512143760919571,0.22919140756130219,0.0009680622606538236,0.010980629362165928,0.0011188265634700656,0.0018457325641065836,0.0008414072799496353,0.0010993184987455606,0.0005482588312588632,0.005549207795411348,0.0007269365014508367,0.004846986848860979,0.05466284230351448,0.021263252943754196,0.0007068218546919525,0.013331211172044277,0.00045437118387781084,0.7374979853630066,0.00027228918042965233,0.00012110415264032781,0.02313118614256382,0.08310360461473465,0.08486638963222504,0.004242900293320417,0.0007855234434828162,0.024565404281020164,0.02464727684855461,0.08798496425151825,0.005338578950613737,0.0011078260140493512,0.005186008755117655,0.2563987970352173,0.0011843339307233691,0.0007281651487573981,0.0007503677625209093,0.019647810608148575,0.01071241870522499,0.003058838890865445,0.028354011476039886,,,,,,,,,,,,,,,
unknown,Please,16,22,11.035,11.235001,0.99658203,,0.09425140172243118,0.056708965450525284,0.05158334597945213,0.0034039728343486786,0.0017916136421263218,0.008975351229310036,0.00852952804416418,0.016017384827136993,0.006720616016536951,0.0056576719507575035,0.085443876683712,0.022948935627937317,0.001716728787869215,0.00615856796503067,0.00990995578467846,0.07294277101755142,0.013217252679169178,0.06094496324658394,0.0030112469103187323,0.002395138144493103,0.001128471689298749,0.009435292333364487,0.0009664087556302547,0.006134786643087864,0.0012493990361690521,0.008012724108994007,0.10770213603973389,0.012664122506976128,0.0008470406173728406,0.02775229699909687,0.003694002516567707,0.7850248217582703,0.0007964996038936079,0.0004952336894348264,0.0354369655251503,0.03501032292842865,0.027589939534664154,0.0012630850542336702,0.003226947272196412,0.00816067773848772,0.011415001004934311,0.08744455873966217,0.0027518505230545998,0.0028360008727759123,0.008601322770118713,0.12445921450853348,0.002377395983785391,0.0010434346040710807,0.0015205160016193986,0.014726030640304089,0.012064925394952297,0.004888087976723909,0.019665604457259178,,,,,,,,,,,,,,,
unknown,turn,23,27,11.235001,11.355,0.9848633,,0.026738764718174934,0.015721596777439117,0.04334099963307381,0.0027680115308612585,0.003965814132243395,0.03993922844529152,0.017160926014184952,0.003723490983247757,0.06719700247049332,0.03662436082959175,0.20688064396381378,0.015188000164926052,0.0057230559177696705,0.008860641159117222,0.027498042210936546,0.0467376671731472,0.0010386955691501498,0.017793215811252594,0.03033262863755226,0.02607313171029091,0.007350981701165438,0.032952822744846344,0.003673597238957882,0.0005342197837308049,0.016624892130494118,0.02833889238536358,0.010479682125151157,0.005518724210560322,0.0005472080083563924,0.0016032191924750805,0.006567686330527067,0.32704445719718933,0.005711028818041086,0.0013063049409538507,0.009922703728079796,0.004997899290174246,0.013826417736709118,0.0025752615183591843,0.0158136785030365,0.0056671337224543095,0.012093819677829742,0.04768306761980057,0.0022941555362194777,0.0438169464468956,0.021484430879354477,0.029671257361769676,0.001181946019642055,0.013433977030217648,0.004158764611929655,0.0024289118591696024,0.0425393208861351,0.02374912239611149,0.0045657954178750515,,,,,,,,,,,,,,,
unknown,off,28,31,11.355,11.475,0.95947266,,0.013100660406053066,0.006617650855332613,0.021586410701274872,0.005942563991993666,0.035248175263404846,0.26522862911224365,0.010096137411892414,0.002622379455715418,0.02692164108157158,0.034947268664836884,0.1194765567779541,0.01302569080144167,0.0023819732014089823,0.005707352422177792,0.12809927761554718,0.034206245094537735,0.0015303385443985462,0.021436551585793495,0.04925927519798279,0.19292545318603516,0.05420802906155586,0.02901560254395008,0.0029254986438900232,0.0005653175758197904,0.007676715962588787,0.011357194744050503,0.013602202758193016,0.0034382897429168224,0.0011308876564726233,0.0022806499619036913,0.005743496585637331,0.14202970266342163,0.0027004797011613846,0.0027803811244666576,0.009973693639039993,0.0032612779177725315,0.005194535944610834,0.0010213142959401011,0.0072204177267849445,0.0032197304535657167,0.009318037889897823,0.04200849309563637,0.0011915648356080055,0.010081099346280098,0.0898524597287178,0.03618940711021423,0.002155731897801161,0.007738243322819471,0.007674726191908121,0.0025935459416359663,0.01837635040283203,0.029543813318014145,0.005707879550755024,,,,,,,,,,,,,,,
unknown,the,32,35,11.475,11.555,0.9946289,,0.012202025391161442,0.0060111526399850845,0.020186183974146843,0.0037383856251835823,0.02874414250254631,0.24555572867393494,0.011851944960653782,0.0025741131976246834,0.01877298206090927,0.022362438961863518,0.14078591763973236,0.019130278378725052,0.0018653887091204524,0.006047542206943035,0.08963295072317123,0.03603046387434006,0.0009535888093523681,0.034363940358161926,0.051019541919231415,0.1601923406124115,0.031037649139761925,0.030886271968483925,0.0022724992595613003,0.0005173777462914586,0.005269408226013184,0.014255649410188198,0.0191770251840353,0.003013420384377241,0.0006539985188283026,0.002960270270705223,0.0059735593385994434,0.1715192198753357,0.0030593634583055973,0.0022316209506243467,0.010181358084082603,0.003410027362406254,0.0045912908390164375,0.0009194492013193667,0.005913488566875458,0.0029524636920541525,0.013650735840201378,0.06181308627128601,0.0007479818887077272,0.009438508190214634,0.044736020267009735,0.0404016338288784,0.0008799046045169234,0.006047849543392658,0.007881108671426773,0.00287950923666358,0.02402964048087597,0.02375064603984356,0.006996158976107836,,,,,,,,,,,,,,,
unknown,engine,36,42,11.555,11.915,0.9970703,,0.009789426811039448,0.004945660475641489,0.012216745875775814,0.005862685386091471,0.06131179258227348,0.33399948477745056,0.01908368431031704,0.0035569779574871063,0.010478472337126732,0.019110197201371193,0.10800720006227493,0.030483966693282127,0.004744077101349831,0.007605769205838442,0.08961516618728638,0.015813741832971573,0.001251343754120171,0.044178448617458344,0.04353655129671097,0.1386042982339859,0.03032800927758217,0.06256266683340073,0.0026591080240905285,0.000626737775746733,0.0027734560426324606,0.016735780984163284,0.014255213551223278,0.0038761442992836237,0.0005559056880883873,0.0028549544513225555,0.014415038749575615,0.12337897717952728,0.0015737817157059908,0.005874342750757933,0.009220737963914871,0.0025958085898309946,0.0037756217643618584,0.0012908239150419831,0.008445599116384983,0.0014760664198547602,0.014743858948349953,0.07283925265073776,0.0010088328272104263,0.010800921358168125,0.08644269406795502,0.021188365295529366,0.0011204235488548875,0.003320193151012063,0.012929925695061684,0.003018328221514821,0.026355337351560593,0.03323819488286972,0.007106047589331865,,,,,,,,,,,,,,,
unknown,and,43,46,11.915,12.195,0.9970703,,0.011656716465950012,0.00541642913594842,0.01538340374827385,0.004616031888872385,0.04765733331441879,0.3242031931877136,0.016501186415553093,0.0039032036438584328,0.009561480954289436,0.018623987212777138,0.13702793419361115,0.040338318794965744,0.006234186235815287,0.010995556600391865,0.07755715399980545,0.01711348071694374,0.0012091445969417691,0.04842178151011467,0.044115737080574036,0.1304590106010437,0.021305063739418983,0.05175749957561493,0.002895600162446499,0.0005483432323671877,0.0020049053709954023,0.019290214404463768,0.016088342294096947,0.00429037818685174,0.0005447435542009771,0.0027325258124619722,0.01023933943361044,0.1523129642009735,0.00138917937874794,0.003733632853254676,0.01342491339892149,0.002443937584757805,0.0037123041693121195,0.0014141271822154522,0.006700385361909866,0.0012836611131206155,0.017129534855484962,0.07860692590475082,0.0010104920947924256,0.009542673826217651,0.0661989226937294,0.02293289639055729,0.0010108237620443106,0.0025546858087182045,0.012051566503942013,0.0031942143104970455,0.032036229968070984,0.034202806651592255,0.006514992564916611,,,,,,,,,,,,,,,
unknown,place,47,52,12.195,12.395,0.99072266,,0.0062569621950387955,0.002522961236536503,0.0090115861967206,0.004254121799021959,0.09369109570980072,0.45225030183792114,0.019761262461543083,0.0021851714700460434,0.0094312047585845,0.01818202994763851,0.08030867576599121,0.043353866785764694,0.009372222237288952,0.012053295969963074,0.1224672719836235,0.012243891134858131,0.0011540001723915339,0.06658010929822922,0.06344377249479294,0.19538205862045288,0.03623654693365097,0.06771673262119293,0.004559405148029327,0.00038675760151818395,0.002405263250693679,0.010756055824458599,0.012651974335312843,0.0028470330871641636,0.0005212590331211686,0.002208501799032092,0.013521388173103333,0.09009347856044769,0.0016204521525651217,0.005109849385917187,0.011205986142158508,0.0014527593739330769,0.0016343470197170973,0.0009966748766601086,0.0075854165479540825,0.00156499317381531,0.01745297759771347,0.04688716679811478,0.000467998324893415,0.010346989147365093,0.088228739798069,0.017858263105154037,0.0006203793454915285,0.0034343115985393524,0.013430788181722164,0.0021359380334615707,0.014764852821826935,0.03315355256199837,0.007402490358799696,,,,,,,,,,,,,,,
